Feature,Type,Coefficient,Importance
tunnel,Text,-0.6179799763452235,0.6179799763452235
pin set,Text,0.6176357387424145,0.6176357387424145
eco,Text,-0.6174532757344147,0.6174532757344147
rest,Text,0.6170192966546441,0.6170192966546441
amazing,Text,-0.6170165612948788,0.6170165612948788
empire,Text,-0.616364701898805,0.616364701898805
artisan,Text,0.6160941591353024,0.6160941591353024
lucy,Text,0.6158300225157395,0.6158300225157395
mural project,Text,0.6155907234843049,0.6155907234843049
diamond,Text,-0.6154986941969769,0.6154986941969769
washington,Text,-0.6154120907993421,0.6154120907993421
category_DIY Electronics,Category,0.6153801591861302,0.6153801591861302
enabled,Text,0.6152880748025172,0.6152880748025172
transit,Text,0.6139830624100456,0.6139830624100456
architecture,Text,0.61365996084763,0.61365996084763
mood,Text,-0.6135968812314759,0.6135968812314759
smith,Text,0.6135541989292349,0.6135541989292349
grass,Text,-0.6135130251633141,0.6135130251633141
war,Text,-0.6133393365254997,0.6133393365254997
document,Text,-0.613214950059257,0.613214950059257
native,Text,-0.6128987528136303,0.6128987528136303
anonymous,Text,0.6128372527643727,0.6128372527643727
jean,Text,0.6127472181729384,0.6127472181729384
great,Text,-0.6125581749442676,0.6125581749442676
tribal,Text,-0.612279650387854,0.612279650387854
slow,Text,0.612114577154785,0.612114577154785
chalk,Text,-0.6119779196717751,0.6119779196717751
category_Radio & Podcasts,Category,0.6118102742986952,0.6118102742986952
wifi,Text,0.6115317764472885,0.6115317764472885
housing,Text,-0.6113328693369992,0.6113328693369992
organic,Text,-0.6106838116476537,0.6106838116476537
pan,Text,0.6103591351847684,0.6103591351847684
goddess,Text,-0.6100660431513316,0.6100660431513316
foundation,Text,-0.6100500972275236,0.6100500972275236
tutorial,Text,-0.6099152229370014,0.6099152229370014
logo,Text,-0.6098671462028924,0.6098671462028924
dancer,Text,-0.6096504478623248,0.6096504478623248
journey,Text,-0.6095170180912604,0.6095170180912604
william,Text,-0.6091578783579633,0.6091578783579633
ultra,Text,0.6090101425145535,0.6090101425145535
fairytale,Text,0.6087596487098681,0.6087596487098681
ep,Text,0.608546945290483,0.608546945290483
higher,Text,0.6084652291401882,0.6084652291401882
georgia,Text,-0.6083628892321732,0.6083628892321732
cider,Text,0.6082955879408235,0.6082955879408235
path,Text,-0.6082391132491393,0.6082391132491393
historic,Text,-0.6080866193643863,0.6080866193643863
material,Text,-0.607365223890656,0.607365223890656
forgotten,Text,-0.6070474692060611,0.6070474692060611
real time,Text,0.607025736464696,0.607025736464696
aloha,Text,0.6066857888944165,0.6066857888944165
spa,Text,0.60633428554757,0.60633428554757
raised,Text,-0.6063137986253803,0.6063137986253803
johnny,Text,-0.6059598604200758,0.6059598604200758
ep recording,Text,-0.6054891452853489,0.6054891452853489
photography exhibition,Text,0.6050918762800805,0.6050918762800805
fi film,Text,-0.6049016935522271,0.6049016935522271
butter,Text,0.6045426059776228,0.6045426059776228
recording project,Text,0.60454259449843,0.60454259449843
photographer,Text,-0.6043053993769767,0.6043053993769767
patriot,Text,0.6041188525078933,0.6041188525078933
snake,Text,-0.6036944921240055,0.6036944921240055
currency_EUR,Category,0.603085765320179,0.603085765320179
puerto,Text,-0.60226895545329,0.60226895545329
wooden,Text,0.6021727294225123,0.6021727294225123
enjoy,Text,-0.6013153967567137,0.6013153967567137
op,Text,-0.6003870893119148,0.6003870893119148
pin,Text,0.5997330507640296,0.5997330507640296
union,Text,0.5996654764177187,0.5996654764177187
aka,Text,-0.5996388910032687,0.5996388910032687
garment,Text,-0.5993040773499965,0.5993040773499965
solomon,Text,0.5992936033804547,0.5992936033804547
science fiction,Text,0.5990977096946853,0.5990977096946853
alaska,Text,0.5988560170166404,0.5988560170166404
category_Nature,Category,-0.5981138537162041,0.5981138537162041
farmer,Text,0.5979094611996573,0.5979094611996573
russia,Text,0.5976871486542004,0.5976871486542004
miami,Text,-0.5973005247937655,0.5973005247937655
scanner,Text,0.5972731519272724,0.5972731519272724
thomas,Text,-0.5972561304007464,0.5972561304007464
retail,Text,-0.5970981618470619,0.5970981618470619
ted,Text,-0.5969196155025954,0.5969196155025954
erin,Text,0.596840448507373,0.596840448507373
deep,Text,0.5963424433438761,0.5963424433438761
month,Text,-0.5960583805149531,0.5960583805149531
art exhibition,Text,-0.595614799360663,0.595614799360663
country_HK,Category,-0.5953389148730758,0.5953389148730758
currency_HKD,Category,-0.5953389148730758,0.5953389148730758
energy,Text,-0.5951254063107531,0.5951254063107531
voice,Text,-0.5950987406806211,0.5950987406806211
debut full,Text,0.5949128237959258,0.5949128237959258
click,Text,0.5946627239525171,0.5946627239525171
clean,Text,-0.5941143558797866,0.5941143558797866
module,Text,0.5939394586133909,0.5939394586133909
need,Text,-0.5935434038225339,0.5935434038225339
let bring,Text,-0.5935015799921084,0.5935015799921084
solo,Text,0.5933540182068848,0.5933540182068848
story life,Text,-0.5932240356021812,0.5932240356021812
dan,Text,0.5921085989304817,0.5921085989304817
merchandise,Text,-0.5920326310507293,0.5920326310507293
player,Text,-0.591935599290892,0.591935599290892
prophet,Text,-0.5918476793493244,0.5918476793493244
tony,Text,-0.5917297507395444,0.5917297507395444
weight,Text,-0.5917140717953432,0.5917140717953432
hall,Text,0.5909425357586358,0.5909425357586358
halloween,Text,-0.590849292016909,0.590849292016909
rockin,Text,-0.5905521300351565,0.5905521300351565
collage,Text,-0.5904606734761759,0.5904606734761759
shirt,Text,-0.5902661522297118,0.5902661522297118
noir,Text,0.5902239284188457,0.5902239284188457
ca,Text,-0.5898169160772048,0.5898169160772048
tv,Text,-0.5897315153803756,0.5897315153803756
database,Text,-0.5893979527617058,0.5893979527617058
cuff,Text,0.588173463576946,0.588173463576946
make record,Text,0.5878237406101198,0.5878237406101198
exciting new,Text,-0.5877348351808372,0.5877348351808372
zero,Text,0.5871849468858286,0.5871849468858286
embroidery,Text,-0.5870922472026169,0.5870922472026169
help make,Text,-0.5861152006802753,0.5861152006802753
hundred,Text,0.5859364722219675,0.5859364722219675
two,Text,0.585764395016453,0.585764395016453
cricket,Text,0.5854895697617997,0.5854895697617997
nation,Text,-0.5849066369265014,0.5849066369265014
theme,Text,-0.5848759310736685,0.5848759310736685
vancouver,Text,0.5847194041448387,0.5847194041448387
internet,Text,-0.5844478321574967,0.5844478321574967
aurora,Text,0.5843679306618293,0.5843679306618293
kite,Text,0.5842808210670816,0.5842808210670816
wandering,Text,0.5842555943871478,0.5842555943871478
sale,Text,-0.5838568482917232,0.5838568482917232
ceramic,Text,0.5836642605956597,0.5836642605956597
minimalist,Text,0.582899889474181,0.582899889474181
wild,Text,0.5824604569598125,0.5824604569598125
kickstarter,Text,0.5819172714287293,0.5819172714287293
gentleman,Text,0.5812474300583061,0.5812474300583061
category_Hardware,Category,0.581140193732237,0.581140193732237
world war,Text,-0.5806697498366485,0.5806697498366485
trans,Text,0.5806361785399298,0.5806361785399298
animated short,Text,0.5805512873669766,0.5805512873669766
worship,Text,0.5802820266649539,0.5802820266649539
farmer market,Text,-0.5801915809611458,0.5801915809611458
hunting,Text,-0.5799266095164528,0.5799266095164528
manager,Text,-0.579352386434142,0.579352386434142
juliet,Text,-0.5790394705391761,0.5790394705391761
playing game,Text,0.5777940675745288,0.5777940675745288
encounter,Text,0.5775392457310179,0.5775392457310179
lab,Text,0.5774848211377307,0.5774848211377307
untold story,Text,0.5771612649175148,0.5771612649175148
discovery,Text,-0.5769917753208105,0.5769917753208105
3d printing,Text,0.5769870553905837,0.5769870553905837
batman,Text,-0.5768615221957984,0.5768615221957984
alert,Text,-0.5767297644935475,0.5767297644935475
recorded,Text,-0.5766740491567373,0.5766740491567373
score,Text,-0.5758323331789029,0.5758323331789029
sonic,Text,0.5757720226068327,0.5757720226068327
june,Text,0.5754623220900068,0.5754623220900068
interface,Text,0.575343935339163,0.575343935339163
gym,Text,-0.5752023679865494,0.5752023679865494
anthem,Text,0.5748997607943378,0.5748997607943378
premium,Text,0.5748303919628185,0.5748303919628185
author,Text,-0.5746141955592869,0.5746141955592869
saga,Text,-0.5745638811700988,0.5745638811700988
size,Text,-0.5740339921161626,0.5740339921161626
convertible,Text,0.5737653700673598,0.5737653700673598
bruce,Text,0.5735190927728712,0.5735190927728712
independent,Text,-0.5727839286912965,0.5727839286912965
genius,Text,0.5721380585561068,0.5721380585561068
costume,Text,-0.5718513315578747,0.5718513315578747
make happen,Text,0.5713001272203261,0.5713001272203261
foam,Text,0.5712806798489769,0.5712806798489769
four,Text,0.5712030631620368,0.5712030631620368
resolution,Text,-0.57077242872225,0.57077242872225
jacob,Text,0.5706482452499034,0.5706482452499034
zone,Text,-0.5703699708225384,0.5703699708225384
length cd,Text,-0.570224440257793,0.570224440257793
chronicle,Text,-0.5702222684429619,0.5702222684429619
butler,Text,-0.5697131077713699,0.5697131077713699
16mm,Text,0.5696412054848464,0.5696412054848464
shower,Text,-0.5694267307894486,0.5694267307894486
travelling,Text,-0.5693570164490962,0.5693570164490962
picture,Text,-0.5693258696153295,0.5693258696153295
bust,Text,0.5691785793622901,0.5691785793622901
rpg,Text,0.568677478504631,0.568677478504631
college,Text,-0.568630276910977,0.568630276910977
fine,Text,0.5686264402238944,0.5686264402238944
bubble,Text,-0.5684563272628518,0.5684563272628518
category_Workshops,Category,-0.5684266667503345,0.5684266667503345
charging,Text,0.5678395661905782,0.5678395661905782
savage world,Text,0.5676443808767784,0.5676443808767784
bomb,Text,0.5674238794483883,0.5674238794483883
faire,Text,0.5673328791916964,0.5673328791916964
candy,Text,-0.5671102345771941,0.5671102345771941
kc,Text,0.5659715467308887,0.5659715467308887
others,Text,-0.5659110229416564,0.5659110229416564
jones,Text,-0.5657496636011606,0.5657496636011606
mum,Text,-0.5655849197944484,0.5655849197944484
awaken,Text,0.5655558500941972,0.5655558500941972
beautifully,Text,-0.5654049216112409,0.5654049216112409
thank,Text,0.5647265461576083,0.5647265461576083
planning,Text,-0.5647240621263551,0.5647240621263551
conversion,Text,-0.5644651038441291,0.5644651038441291
latest,Text,-0.5644008286753013,0.5644008286753013
keychain,Text,0.5642258997886991,0.5642258997886991
mermaid,Text,0.5642239681134819,0.5642239681134819
acre,Text,0.5639036325011622,0.5639036325011622
nyc,Text,0.5636779392456157,0.5636779392456157
title,Text,-0.562419031033622,0.562419031033622
legend,Text,-0.5623418867407839,0.5623418867407839
jennifer,Text,0.5622258098856445,0.5622258098856445
piano,Text,-0.5617318462613943,0.5617318462613943
bus,Text,0.5616853095333834,0.5616853095333834
edition print,Text,-0.5615894899762205,0.5615894899762205
think,Text,-0.5613598063946388,0.5613598063946388
bedtime,Text,-0.5610985246438688,0.5610985246438688
cuba,Text,0.5610127867674246,0.5610127867674246
mega,Text,0.5608307703527551,0.5608307703527551
category_Journalism,Category,-0.5608027959787877,0.5608027959787877
compatible,Text,0.5595540543093851,0.5595540543093851
time lapse,Text,0.5594384806065703,0.5594384806065703
parent,Text,-0.5593037583341587,0.5593037583341587
critter,Text,-0.558876506594465,0.558876506594465
soda,Text,0.5587523759586082,0.5587523759586082
catalog,Text,0.5583913044231074,0.5583913044231074
storybook,Text,0.5581233714899207,0.5581233714899207
trainer,Text,-0.5581061737199374,0.5581061737199374
cheap,Text,-0.5579411582005624,0.5579411582005624
libro,Text,-0.557641923631977,0.557641923631977
game app,Text,-0.5575775996632139,0.5575775996632139
greg,Text,0.5575180259570931,0.5575180259570931
heirloom,Text,0.5574136077193029,0.5574136077193029
natalie,Text,0.5570941901963744,0.5570941901963744
lift,Text,-0.5570037753418599,0.5570037753418599
studio ep,Text,0.5569965438790099,0.5569965438790099
cover,Text,-0.5568257375079698,0.5568257375079698
humanity,Text,-0.5559681226500215,0.5559681226500215
tragedy,Text,-0.5558977179325197,0.5558977179325197
shot,Text,-0.5558325584403048,0.5558325584403048
programming,Text,0.5557764034711647,0.5557764034711647
delivery,Text,-0.5553947818873348,0.5553947818873348
peter,Text,0.5550657378923144,0.5550657378923144
wayward,Text,0.5550149628202203,0.5550149628202203
ukulele,Text,0.5547192305168063,0.5547192305168063
cage,Text,-0.5545881686081753,0.5545881686081753
brave,Text,0.5540743375072902,0.5540743375072902
arte,Text,-0.5540015290126029,0.5540015290126029
music cd,Text,-0.5538702361757605,0.5538702361757605
doom,Text,0.553805709546122,0.553805709546122
comic book,Text,-0.5534407920732201,0.5534407920732201
effort,Text,-0.5533007930216051,0.5533007930216051
child,Text,-0.5527724237596753,0.5527724237596753
murder,Text,-0.552462538677567,0.552462538677567
feel good,Text,-0.5521914774710619,0.5521914774710619
harmony,Text,-0.5521250422402626,0.5521250422402626
category_Indie Rock,Category,0.5521224323606067,0.5521224323606067
spaghetti,Text,-0.5514213223343519,0.5514213223343519
silent,Text,-0.5513823770949193,0.5513823770949193
become,Text,-0.5508308708001625,0.5508308708001625
chosen,Text,-0.549906312570124,0.549906312570124
gem,Text,-0.5498898004480155,0.5498898004480155
newspaper,Text,-0.549639557849174,0.549639557849174
pocket,Text,0.5495693590257728,0.5495693590257728
jo,Text,-0.5494595428894903,0.5494595428894903
organize,Text,0.5492523889584152,0.5492523889584152
brewing co,Text,0.5488973663237782,0.5488973663237782
threat,Text,-0.5488710274910862,0.5488710274910862
trading,Text,-0.548822137406912,0.548822137406912
desk,Text,0.5488066806685948,0.5488066806685948
record,Text,0.5486509263402539,0.5486509263402539
bacon,Text,-0.5484432118040813,0.5484432118040813
pug,Text,0.5475986895574678,0.5475986895574678
bang,Text,0.547346516645146,0.547346516645146
paw,Text,-0.5473066989201661,0.5473066989201661
innovation,Text,-0.5471347002643284,0.5471347002643284
category_Digital Art,Category,-0.546860394571098,0.546860394571098
international,Text,-0.5468246148031218,0.5468246148031218
closer,Text,0.5468107902837092,0.5468107902837092
projection,Text,0.5464587943133707,0.5464587943133707
limited,Text,-0.54638899718879,0.54638899718879
new generation,Text,-0.5463526503861525,0.5463526503861525
seeker,Text,0.5463478577143202,0.5463478577143202
country_LU,Category,0.545561803524147,0.545561803524147
im,Text,-0.5454508777617427,0.5454508777617427
cooler,Text,-0.545227942509377,0.545227942509377
royal,Text,-0.544973970542263,0.544973970542263
television,Text,-0.544931967733574,0.544931967733574
category_Family,Category,-0.5445523457200984,0.5445523457200984
korean,Text,0.5443399750236234,0.5443399750236234
embrace,Text,-0.5439389074948403,0.5439389074948403
mouth,Text,0.5438160488140632,0.5438160488140632
purpose,Text,0.5434780828127381,0.5434780828127381
debut lp,Text,0.5433849614813274,0.5433849614813274
saving,Text,-0.5432976307427297,0.5432976307427297
star war,Text,-0.5430694989720461,0.5430694989720461
patent pending,Text,-0.5423628048533264,0.5423628048533264
mighty,Text,0.5421961077390071,0.5421961077390071
smart home,Text,0.5421740689226582,0.5421740689226582
mayhem,Text,-0.5420585023460484,0.5420585023460484
real estate,Text,-0.5416470316166854,0.5416470316166854
angry,Text,-0.5416037219581299,0.5416037219581299
transforming,Text,0.5409338025638025,0.5409338025638025
london,Text,0.5404100784365836,0.5404100784365836
forward,Text,-0.5403911230329626,0.5403911230329626
snap,Text,-0.5403391862624572,0.5403391862624572
anderson,Text,0.5398105759451739,0.5398105759451739
demon,Text,-0.5397572725957617,0.5397572725957617
raider,Text,0.5395528211678123,0.5395528211678123
hilarious,Text,-0.5393086836160358,0.5393086836160358
male,Text,-0.5391769015660349,0.5391769015660349
student film,Text,0.5390660944133995,0.5390660944133995
richard,Text,0.5389009641847224,0.5389009641847224
main_category_Fashion,Category,-0.5388136471596021,0.5388136471596021
hole,Text,0.5388035287277678,0.5388035287277678
apart,Text,-0.5387677720197367,0.5387677720197367
ben,Text,0.5380161820054439,0.5380161820054439
raven,Text,0.5379474942560389,0.5379474942560389
original song,Text,-0.5378580751156469,0.5378580751156469
suicide,Text,-0.5378479888615258,0.5378479888615258
colony,Text,0.5377272673661043,0.5377272673661043
dye,Text,-0.5375434906233998,0.5375434906233998
sustainable,Text,0.5374698476619408,0.5374698476619408
hudson,Text,0.5373093074874399,0.5373093074874399
category_Footwear,Category,0.5371951275604403,0.5371951275604403
series pilot,Text,0.5370613761725485,0.5370613761725485
beginner,Text,-0.5369207223068041,0.5369207223068041
meal,Text,-0.536545687103634,0.536545687103634
hell,Text,-0.5365308283688307,0.5365308283688307
intelligence,Text,-0.5364125123951559,0.5364125123951559
autism,Text,-0.5358281632226948,0.5358281632226948
casting,Text,-0.5340100883947858,0.5340100883947858
mystical,Text,-0.5339809764040809,0.5339809764040809
day dead,Text,0.5338966858026085,0.5338966858026085
percussion,Text,-0.5333264320937555,0.5333264320937555
category_Fiction,Category,-0.533135539138141,0.533135539138141
strike,Text,0.5330215177976098,0.5330215177976098
help build,Text,0.5323408684745163,0.5323408684745163
dust,Text,0.5322504138839418,0.5322504138839418
fountain,Text,0.5320354680732802,0.5320354680732802
everyday,Text,0.5318181499514847,0.5318181499514847
main_category_Crafts,Category,-0.5317405991674916,0.5317405991674916
oblivion,Text,-0.5314610977776483,0.5314610977776483
cello,Text,0.5314219283878157,0.5314219283878157
dc,Text,0.5313510675778483,0.5313510675778483
whiskey,Text,0.5310265221051872,0.5310265221051872
wall street,Text,-0.531012133258347,0.531012133258347
fx,Text,0.5310112083667808,0.5310112083667808
maria,Text,0.53056157888684,0.53056157888684
grocery,Text,0.5301982578110447,0.5301982578110447
driver,Text,-0.5298745169592884,0.5298745169592884
mold,Text,0.5293241565307858,0.5293241565307858
panic,Text,0.5292314454096746,0.5292314454096746
new work,Text,0.5288613834072415,0.5288613834072415
easier,Text,-0.5283158802001128,0.5283158802001128
android ios,Text,-0.528229961052502,0.528229961052502
late,Text,-0.5280752875314597,0.5280752875314597
frank,Text,0.5280608477549915,0.5280608477549915
jesse,Text,0.5279662262107363,0.5279662262107363
garage,Text,-0.5276986476450706,0.5276986476450706
eva,Text,0.5276605094832796,0.5276605094832796
racer,Text,-0.5274011248261901,0.5274011248261901
magazine issue,Text,0.5272022986985831,0.5272022986985831
currency_CHF,Category,0.526955055590194,0.526955055590194
country_CH,Category,0.526955055590194,0.526955055590194
decal,Text,-0.5267290366673959,0.5267290366673959
training,Text,-0.5263175785447219,0.5263175785447219
category_Electronic Music,Category,-0.5262999325005543,0.5262999325005543
speaker,Text,0.5260396385452207,0.5260396385452207
covered,Text,-0.5257589065518612,0.5257589065518612
design,Text,-0.5256947878190269,0.5256947878190269
abandoned,Text,-0.5256513910581587,0.5256513910581587
3d,Text,-0.5255341986339473,0.5255341986339473
win,Text,-0.5253585343968675,0.5253585343968675
turn,Text,0.5247184925178596,0.5247184925178596
costa,Text,-0.5246904160065968,0.5246904160065968
category_Public Art,Category,0.5245045332475993,0.5245045332475993
unite,Text,-0.5243549757632072,0.5243549757632072
band,Text,-0.5242454979275449,0.5242454979275449
pinball,Text,0.524140623410118,0.524140623410118
au,Text,-0.5241215943518028,0.5241215943518028
quantum,Text,-0.5238615942411582,0.5238615942411582
pony,Text,-0.5236691770408468,0.5236691770408468
care,Text,-0.5235251332935571,0.5235251332935571
detective,Text,-0.5235093794744828,0.5235093794744828
issue,Text,0.5234943806666232,0.5234943806666232
unicorn,Text,0.5234039139907992,0.5234039139907992
barbecue,Text,-0.5232385879888238,0.5232385879888238
rc,Text,-0.523172329489633,0.523172329489633
place,Text,0.5231163150640487,0.5231163150640487
theatre present,Text,0.5230947414852701,0.5230947414852701
greatest,Text,-0.5228172780132626,0.5228172780132626
handcrafted,Text,0.5225583402695586,0.5225583402695586
maze,Text,-0.521895528975944,0.521895528975944
killing,Text,-0.5217722740051505,0.5217722740051505
category_Farms,Category,-0.521752529430933,0.521752529430933
hockey,Text,-0.5215127308034787,0.5215127308034787
raspberry pi,Text,0.52150870436111,0.52150870436111
korea,Text,0.5213745450072113,0.5213745450072113
tongue,Text,0.5209768570127644,0.5209768570127644
moment,Text,-0.5206813670823792,0.5206813670823792
undead,Text,-0.5206808819352551,0.5206808819352551
basic,Text,0.5203285492347669,0.5203285492347669
gone,Text,-0.5202316855069579,0.5202316855069579
candle,Text,-0.5200697391859388,0.5200697391859388
stuff,Text,-0.5200245820914456,0.5200245820914456
inaugural,Text,0.519829500968461,0.519829500968461
category_Academic,Category,-0.5196209015882567,0.5196209015882567
december,Text,-0.5195847133889857,0.5195847133889857
wireless,Text,0.5194579208426904,0.5194579208426904
name,Text,-0.5193906603695958,0.5193906603695958
expansion,Text,0.5190329953240487,0.5190329953240487
gb,Text,0.5190286435044474,0.5190286435044474
struggle,Text,-0.5188291963685373,0.5188291963685373
corporate,Text,-0.518595224725689,0.518595224725689
stay,Text,-0.5185686571898033,0.5185686571898033
bed,Text,-0.5185240069169654,0.5185240069169654
planner,Text,0.5184744881212622,0.5184744881212622
makeup,Text,-0.5184523851692766,0.5184523851692766
help record,Text,-0.5182036019347612,0.5182036019347612
visit,Text,-0.5181666717562469,0.5181666717562469
main_category_Photography,Category,-0.5179951526497121,0.5179951526497121
eric,Text,0.5178181238909617,0.5178181238909617
apartment,Text,-0.5176202310440523,0.5176202310440523
dangerous,Text,0.5173465549417184,0.5173465549417184
come true,Text,-0.5171590979440511,0.5171590979440511
heaven,Text,-0.5166769232289264,0.5166769232289264
album tour,Text,-0.5164222294297014,0.5164222294297014
beacon,Text,0.5161908778970491,0.5161908778970491
bead,Text,-0.516001948614271,0.516001948614271
religion,Text,-0.5158056482169137,0.5158056482169137
manual,Text,0.5150382681453161,0.5150382681453161
bigfoot,Text,-0.5150374193542122,0.5150374193542122
den,Text,0.5149682221934893,0.5149682221934893
neighborhood,Text,0.5147078422360694,0.5147078422360694
bolt,Text,0.514362818737263,0.514362818737263
help save,Text,-0.5141116243049617,0.5141116243049617
ups,Text,0.5140702685608594,0.5140702685608594
stephen,Text,-0.514057246517858,0.514057246517858
webseries,Text,0.5135909669158204,0.5135909669158204
chic,Text,-0.5131333878702059,0.5131333878702059
investigation,Text,-0.5130454518325817,0.5130454518325817
present,Text,0.5127187139858616,0.5127187139858616
hurricane,Text,-0.5117313414639011,0.5117313414639011
vengeance,Text,-0.5116133410523237,0.5116133410523237
rock opera,Text,0.5114883098514518,0.5114883098514518
nyu,Text,0.5110642820720337,0.5110642820720337
amp,Text,-0.5106443567417857,0.5106443567417857
adaptation,Text,-0.510603703068331,0.510603703068331
brings,Text,0.5099876582401779,0.5099876582401779
therapy,Text,-0.509854605530819,0.509854605530819
fe,Text,0.5095427117674596,0.5095427117674596
savior,Text,-0.5093282530097992,0.5093282530097992
goodbye,Text,0.5092093400876371,0.5092093400876371
bright,Text,0.5090825415588597,0.5090825415588597
curve,Text,-0.5087918411645305,0.5087918411645305
new single,Text,-0.5087596383197965,0.5087596383197965
captain,Text,-0.5086801613673154,0.5086801613673154
accessory,Text,-0.5086705427262826,0.5086705427262826
crazy,Text,-0.5084730573578868,0.5084730573578868
one man,Text,-0.5084043797357014,0.5084043797357014
artistic,Text,-0.5082842759949425,0.5082842759949425
progress,Text,0.508233010900687,0.508233010900687
knit,Text,0.5080964993811989,0.5080964993811989
team,Text,-0.5076877329383911,0.5076877329383911
invisible,Text,0.5076627930678845,0.5076627930678845
queen,Text,0.5073905101174964,0.5073905101174964
pete,Text,0.5068766818542264,0.5068766818542264
card game,Text,-0.5068339630073175,0.5068339630073175
japan,Text,0.5061954576321983,0.5061954576321983
jewish,Text,-0.5058544095130472,0.5058544095130472
curious,Text,0.5057001562481337,0.5057001562481337
boxing,Text,-0.5056316457452661,0.5056316457452661
helper,Text,-0.5056074091165035,0.5056074091165035
help start,Text,-0.5051798444705169,0.5051798444705169
jimmy,Text,-0.5045685954806703,0.5045685954806703
art space,Text,0.5045159746824502,0.5045159746824502
destiny,Text,-0.504429605720925,0.504429605720925
bandit,Text,0.5042111280712516,0.5042111280712516
tasting,Text,0.504112475385095,0.504112475385095
facebook,Text,-0.5037301476626695,0.5037301476626695
graffiti,Text,-0.5035584132711917,0.5035584132711917
bicycle playing,Text,-0.5031011884531074,0.5031011884531074
gulf,Text,-0.5025550749212943,0.5025550749212943
burger,Text,-0.5021761353080413,0.5021761353080413
record release,Text,-0.502152252937646,0.502152252937646
eternity,Text,-0.5018497562048887,0.5018497562048887
fallen,Text,-0.5018141306616631,0.5018141306616631
hand crafted,Text,-0.5015900734223327,0.5015900734223327
preserving,Text,-0.5011862010652519,0.5011862010652519
strong,Text,0.5009406500286355,0.5009406500286355
revue,Text,-0.5008932370900123,0.5008932370900123
pin badge,Text,-0.5006697422184858,0.5006697422184858
reloaded,Text,0.5005214001514326,0.5005214001514326
read,Text,0.5003374074063742,0.5003374074063742
prince,Text,-0.49999859929338447,0.49999859929338447
tip,Text,-0.4999984908171914,0.4999984908171914
length album,Text,0.49990536176656375,0.49990536176656375
arrow,Text,0.499834439216734,0.499834439216734
cam,Text,-0.49980061625530375,0.49980061625530375
barn,Text,-0.49973214812546807,0.49973214812546807
carter,Text,-0.4993301767869829,0.4993301767869829
new england,Text,-0.49874670048671244,0.49874670048671244
misfit,Text,0.4979350042323625,0.4979350042323625
method,Text,0.49762145606173125,0.49762145606173125
attitude,Text,-0.4975540671595816,0.4975540671595816
york,Text,0.49743600123258763,0.49743600123258763
diary,Text,-0.497347531519077,0.497347531519077
birth,Text,-0.49728869501699824,0.49728869501699824
ii,Text,0.4970256799393938,0.4970256799393938
industrial,Text,0.49694119037955575,0.49694119037955575
craig,Text,0.4966720749210779,0.4966720749210779
magnet,Text,-0.4963689482731777,0.4963689482731777
defense,Text,-0.4962794824539696,0.4962794824539696
shall,Text,-0.49580017670573373,0.49580017670573373
pillow,Text,-0.49503318613380626,0.49503318613380626
commander,Text,0.49479991641482357,0.49479991641482357
frog,Text,0.49475546223511013,0.49475546223511013
healing,Text,-0.49439567053182376,0.49439567053182376
indie game,Text,0.4941675478530728,0.4941675478530728
adventure game,Text,0.49413736194441793,0.49413736194441793
action figure,Text,0.4939410135598467,0.4939410135598467
melbourne,Text,0.4934659125266544,0.4934659125266544
wool,Text,0.4934518162368259,0.4934518162368259
cross country,Text,0.4927691915275061,0.4927691915275061
medium,Text,-0.4922204604325337,0.4922204604325337
map,Text,0.4915961528357153,0.4915961528357153
colorado,Text,-0.4912706179204355,0.4912706179204355
construction,Text,0.49084399128476014,0.49084399128476014
premiere,Text,0.4908019745367908,0.4908019745367908
ski,Text,0.4905901909991162,0.4905901909991162
nola,Text,0.4903704881926371,0.4903704881926371
alpha,Text,-0.49022920270156023,0.49022920270156023
country_SE,Category,-0.48994097806856085,0.48994097806856085
blake,Text,0.4897512926984514,0.4897512926984514
towards,Text,-0.4897387356646121,0.4897387356646121
huge,Text,-0.4896168718769831,0.4896168718769831
window,Text,-0.4890717111671076,0.4890717111671076
editing,Text,-0.4888163352229323,0.4888163352229323
string quartet,Text,-0.4887361930566377,0.4887361930566377
safer,Text,-0.4884159544204498,0.4884159544204498
promotional,Text,-0.48812397642315225,0.48812397642315225
solar,Text,-0.48795623566911633,0.48795623566911633
donut,Text,-0.48750095468735377,0.48750095468735377
even,Text,0.4874678007694033,0.4874678007694033
na,Text,0.4874486166528539,0.4874486166528539
nut,Text,-0.48744834051654734,0.48744834051654734
simplified,Text,0.4868618065621469,0.4868618065621469
hood,Text,-0.48668010459018307,0.48668010459018307
race,Text,-0.48666056123871904,0.48666056123871904
aaron,Text,0.4866107120297719,0.4866107120297719
finish,Text,0.4865106009543955,0.4865106009543955
ohio,Text,-0.4863868230337143,0.4863868230337143
mark,Text,0.4862922882300277,0.4862922882300277
figure,Text,0.4861423375347478,0.4861423375347478
woman,Text,0.48598786150017026,0.48598786150017026
estate,Text,-0.48533967969446606,0.48533967969446606
conscious,Text,-0.4850988843374102,0.4850988843374102
kill,Text,0.4850608666883652,0.4850608666883652
oliver,Text,0.48482459143810414,0.48482459143810414
practical,Text,0.484671189570261,0.484671189570261
european,Text,-0.4841845291581229,0.4841845291581229
tune,Text,0.4838495895511024,0.4838495895511024
